211,21,34,42,51,61,71
2212,23,31,42,51,62,74
211,21,33,43,51,61,71
2212,23,32,41,51,63,74
211,22,33,43,51,62,72
2212,22,32,41,51,64,72
2212,23,32,41,51,63,73
2212,23,31,42,51,63,74
2212,24,33,41,51,61,71
211,21,33,43,51,61,71
2212,23,33,42,51,62,73
2212,23,31,41,51,62,73
211,22,32,44,51,62,73
211,21,34,42,51,61,71
211,21,33,43,51,61,71
2212,24,33,42,51,64,74
211,24,32,43,51,64,72
211,23,31,44,51,64,74
211,21,34,42,51,61,71
2212,22,33,41,51,63,74
2212,23,31,41,51,63,74
2212,24,32,42,51,63,74
211,23,31,44,51,64,71
211,21,34,42,51,61,71
211,22,31,44,51,61,72
321,24,33,44,51,62,72
211,21,34,42,51,61,71
2212,24,31,42,51,64,74
2212,23,32,41,51,63,71
211,24,31,44,51,62,73
211,21,32,43,51,63,71
321,21,32,41,51,63,74
211,23,34,43,51,61,71
2212,24,31,43,51,64,73
2212,24,31,44,51,64,74
211,21,34,42,51,61,71
211,21,33,43,51,62,71
2212,24,32,42,51,64,74
211,24,32,44,51,63,73
211,24,31,44,51,64,73
211,21,34,42,51,61,71
-11,21,34,44,51,61,71
211,23,31,44,51,64,71
2212,22,32,41,51,63,71
2212,23,32,41,51,64,74
211,21,34,42,51,61,71
211,22,32,44,51,64,73
2212,22,32,41,51,63,74
211,21,33,42,51,61,71
2212,24,31,42,51,62,73
211,21,34,43,51,61,71
2212,22,32,41,51,64,71
211,22,33,43,51,62,72
211,24,31,44,51,64,74
2212,22,33,41,51,63,74
321,24,33,44,51,62,73
2212,24,32,42,51,62,72
211,21,34,43,51,61,71
211,22,33,43,51,61,73
211,21,34,43,51,61,71
211,21,34,42,51,61,71
321,23,32,42,51,62,74
211,24,31,44,51,64,74
211,22,33,44,51,62,72
211,24,31,44,51,63,72
211,21,34,41,51,61,71
211,23,32,44,51,64,73
2212,23,31,41,51,63,73
211,23,32,43,51,62,73
2212,23,32,41,51,61,71
2212,24,33,42,51,63,74
211,23,32,44,51,64,73
211,22,33,44,51,63,72
211,23,33,44,51,64,71
211,22,34,43,51,61,71
2212,22,32,41,54,64,71
211,21,34,42,51,61,71
211,21,34,43,51,61,71
211,22,33,44,51,61,73
211,21,34,42,51,61,71
211,22,33,44,51,61,71
2212,23,31,41,51,63,73
211,22,32,43,51,63,72
2212,22,34,41,51,61,71
211,23,32,44,51,64,71
211,21,34,42,51,61,71
211,21,34,42,51,61,71
2212,23,33,41,51,63,74
211,24,31,44,51,63,73
211,22,32,44,51,63,73
321,23,32,42,51,63,72
211,21,34,41,51,61,71
2212,23,31,41,51,64,71
211,21,34,43,51,61,71
211,22,34,44,51,61,71
2212,22,33,41,51,64,71
2212,24,32,42,51,63,72
2212,23,32,41,51,64,73
2212,24,33,42,51,64,74
211,22,33,43,51,63,71
2212,22,34,41,51,64,71
211,22,33,43,51,62,72
211,22,32,43,51,63,74
211,24,32,43,51,63,74
211,23,32,43,51,63,71
211,21,33,42,51,61,71
2212,22,33,41,51,64,74
211,24,31,44,51,63,74
2212,23,33,41,51,64,73
211,21,34,42,54,61,71
211,22,32,43,51,63,74
211,22,34,43,51,61,71
211,21,33,43,51,61,71
2212,23,31,41,51,63,73
211,21,33,43,51,61,71
211,21,34,43,51,61,71
211,23,33,44,51,64,71
2212,22,32,41,51,64,72
211,21,34,42,51,61,71
2212,23,33,41,51,63,73
-11,21,32,43,51,61,71
211,23,32,44,51,61,71
211,21,34,42,51,61,71
211,22,31,44,51,61,71
211,24,31,44,51,61,74
2212,22,33,41,51,64,73
211,22,33,43,51,63,74
211,21,34,43,51,61,71
211,21,31,43,51,61,71
2212,23,33,41,51,64,71
211,24,31,44,51,64,73
211,21,34,41,51,61,71
211,24,31,44,51,62,73
211,22,32,43,51,61,74
211,22,34,43,51,61,71
2212,21,34,41,51,61,71
211,21,34,43,54,61,71
211,22,33,43,51,63,73
2212,23,31,41,51,64,72
321,24,31,43,51,62,73
211,23,33,44,51,62,73
2212,24,32,43,51,62,72
2212,22,33,41,51,64,71
2212,22,33,41,51,63,74
2212,24,31,43,51,61,74
2212,23,32,42,51,63,73
211,21,34,42,51,61,71
2212,24,32,42,51,62,74
2212,23,33,41,51,63,73
2212,23,31,42,51,64,71
211,24,33,43,51,64,74
2212,22,32,41,51,63,71
211,21,34,42,51,61,71
211,21,34,42,54,61,71
211,21,33,43,51,61,71
211,21,34,42,51,61,71
211,22,31,44,51,64,74
211,22,33,44,51,64,71
2212,23,32,41,51,63,74
211,22,31,43,51,63,73
2212,22,31,41,51,63,74
2212,23,32,41,51,63,71
321,24,31,43,51,62,74
2212,22,32,41,51,64,71
211,23,33,44,51,62,73
211,24,33,44,51,64,73
2212,24,31,42,51,64,73
211,24,33,44,51,62,73
2212,22,34,41,51,61,71
211,21,33,43,51,61,71
2212,24,31,42,51,64,74
211,22,34,43,51,61,71
2212,22,33,41,51,64,71
211,21,34,43,51,61,71
2212,24,31,42,51,62,73
211,23,33,44,51,62,73
2212,21,31,41,51,63,71
211,24,31,44,51,62,74
2212,24,31,42,54,63,73
211,24,31,41,51,63,74
2212,23,33,42,51,62,73
211,22,34,43,51,61,71
211,23,33,43,51,61,73
2212,23,33,41,51,64,71
211,21,34,42,51,61,71
211,21,34,43,51,61,71
211,24,31,44,54,63,73
211,24,31,44,51,63,73
211,24,32,44,51,61,73
211,24,31,44,51,61,74
211,22,33,43,51,63,73
2212,23,31,41,51,64,74
211,23,33,43,51,63,74
211,24,32,43,51,63,72
211,21,34,42,54,61,71
211,24,33,44,51,64,74
211,21,34,43,51,61,71
211,24,31,43,51,62,72
211,24,31,44,51,62,74
2212,24,31,43,51,62,73
211,24,31,44,51,63,71
2212,23,31,42,51,63,73
2212,22,33,41,51,63,74
321,24,32,44,51,63,73
2212,22,31,41,51,64,71
2212,22,33,41,51,64,71
2212,24,31,42,51,63,74
2212,22,32,41,51,64,71
211,21,34,42,51,61,71
211,24,31,44,54,63,73
211,21,34,42,51,61,71
2212,23,31,41,51,62,74
211,22,33,43,51,61,71
321,23,34,42,51,62,73
2212,23,32,41,51,63,73
211,21,34,42,54,61,71
2212,24,32,42,51,62,74
211,24,31,44,51,64,74
-11,21,32,44,51,64,71
211,22,34,44,51,63,71
211,21,33,44,54,63,73
2212,24,32,42,51,63,74
211,21,34,43,51,61,71
2212,24,31,42,51,64,72
2212,23,31,42,51,62,74
211,24,32,44,51,63,73
2212,24,32,42,51,64,73
211,24,31,43,51,63,74
2212,23,31,41,51,62,74
2212,22,32,41,54,63,74
211,23,33,44,51,62,73
211,22,34,43,51,61,71
211,23,33,44,51,64,73
2212,23,33,41,51,63,74
211,21,34,42,51,61,71
2212,24,31,43,51,61,73
2212,23,31,41,51,62,72
211,21,34,42,51,61,71
2212,22,34,41,54,63,74
211,22,33,43,51,63,72
2212,22,34,41,51,61,71
211,21,34,43,51,61,71
211,23,32,44,51,63,74
2212,23,31,42,51,62,74
211,21,34,43,51,61,71
2212,24,33,42,51,63,73
211,24,31,44,51,63,74
211,23,32,44,51,63,74
211,21,33,43,51,61,71
2212,22,33,41,51,64,71
2212,22,34,41,51,64,74
2212,22,33,41,51,64,71
211,23,32,44,51,62,74
211,24,31,44,51,64,74
211,24,31,44,51,63,72
211,24,33,44,51,64,73
2212,23,31,41,51,63,74
2212,24,32,42,51,62,73
2212,23,32,42,51,64,71
211,22,34,43,51,61,71
211,21,34,42,51,61,71
211,24,31,44,51,64,74
211,24,31,44,51,62,74
211,23,33,43,51,62,72
211,21,33,42,51,61,71
211,23,33,44,51,63,73
211,22,34,44,51,61,71
2212,24,33,42,51,63,74
2212,24,31,43,51,63,74
2212,23,32,41,51,63,73
211,23,33,44,51,64,74
2212,22,31,41,51,64,71
211,23,32,44,51,62,73
2212,23,33,41,51,63,74
-11,21,33,44,51,61,71
2212,22,32,41,51,61,71
211,22,32,43,51,64,71
2212,23,32,42,51,62,74
211,24,33,44,51,62,73
2212,23,33,42,51,62,73
2212,22,31,41,54,64,71
211,21,34,42,51,61,71
211,22,34,44,51,61,71
211,24,31,43,51,64,74
2212,23,34,42,51,64,73
321,24,31,44,51,63,74
2212,24,31,42,51,63,74
2212,23,32,42,51,64,74
211,21,34,42,51,61,71
2212,24,32,43,51,62,74
2212,23,33,41,51,64,73
211,24,32,43,54,63,74
211,24,31,44,54,61,74
211,21,34,43,51,61,71
321,24,31,43,51,62,74
2212,22,32,41,51,64,71
2212,24,31,42,51,63,74
321,24,32,43,51,64,74
211,21,34,42,51,61,71
2212,22,31,41,51,64,73
2212,24,31,42,51,63,74
2212,22,32,41,51,63,73
211,24,32,44,51,64,73
211,21,34,42,51,61,71
211,23,31,44,51,62,73
211,22,31,44,51,62,73
211,22,31,43,51,63,72
2212,22,31,41,51,63,72
211,21,33,42,51,61,71
2212,23,31,42,51,64,74
211,24,32,44,51,63,73
2212,24,31,42,51,63,74
211,24,32,44,51,62,74
211,21,33,43,51,61,71
211,21,34,42,51,61,71
211,24,32,44,51,64,73
2212,23,31,42,51,64,74
211,21,34,43,51,61,71
211,22,33,44,51,64,73
321,23,31,43,51,62,73
211,24,32,44,51,64,71
211,23,33,44,51,63,74
211,22,31,43,51,62,73
2212,24,32,43,51,63,71
211,21,34,42,51,61,71
211,21,32,43,51,62,72
211,24,31,44,51,62,74
2212,22,34,41,51,61,71
211,21,34,43,54,61,71
2212,23,32,42,51,63,71
211,21,34,42,51,61,71
2212,22,31,41,51,64,73
211,21,33,44,51,64,71
211,23,33,44,51,61,73
2212,23,33,41,51,63,73
211,24,31,44,51,64,72
2212,23,33,41,51,62,71
211,23,34,44,51,64,71
211,24,32,44,51,62,73
211,21,34,44,51,61,71
2212,22,34,41,51,61,71
211,21,34,43,51,61,71
2212,23,33,41,51,63,74
2212,21,31,41,51,64,71
211,21,33,42,51,61,71
2212,23,33,41,51,63,74
211,23,33,44,51,64,72
211,23,31,43,51,62,73
2212,21,33,41,51,61,71
211,23,32,44,51,63,74
2212,23,34,41,51,63,74
211,21,34,42,51,61,71
2212,22,31,41,51,63,74
211,21,34,42,51,61,71
211,24,31,44,51,64,74
211,21,34,42,54,61,71
2212,24,32,43,51,64,74
2212,23,31,41,51,63,74
211,21,34,42,54,61,71
2212,23,33,41,51,63,73
211,24,32,44,51,62,74
211,21,34,43,54,61,71
211,22,32,44,51,62,72
211,21,33,42,51,61,71
211,23,32,43,51,64,71
2212,23,32,41,51,63,74
2212,24,32,42,51,64,74
2212,22,33,41,51,64,71
211,24,32,44,51,62,73
211,23,31,44,51,61,74
2212,22,33,41,51,64,71
211,21,34,42,51,61,71
211,23,31,44,51,63,72
211,21,34,42,51,61,71
2212,22,31,41,54,64,71
211,24,32,44,51,63,74
2212,23,34,41,51,61,71
211,21,34,43,51,61,71
211,22,31,43,51,63,71
211,24,31,44,51,61,74
2212,23,31,41,51,64,74
211,22,33,43,51,62,71
2212,23,31,42,51,62,74
211,23,31,44,54,64,73
2212,24,31,43,51,64,72
211,21,34,43,51,61,71
2212,24,31,42,51,64,74
211,21,34,43,51,61,71
321,24,31,43,51,61,72
2212,24,32,42,51,63,73
211,22,33,44,51,64,73
211,21,33,43,51,63,74
211,22,31,44,51,62,73
211,24,31,43,51,63,73
2212,23,33,42,51,63,71
2212,23,34,41,51,64,74
211,21,34,43,51,61,71
2212,23,33,41,51,64,71
211,21,34,42,51,61,71
211,23,32,44,51,64,74
211,21,34,43,54,61,71
2212,23,32,41,51,63,74
2212,23,33,42,51,64,74
2212,21,33,41,51,63,71
211,21,34,42,51,61,71
211,22,32,43,51,62,73
211,24,31,44,51,64,74
2212,22,34,41,51,61,71
211,21,34,43,51,61,71
211,21,32,43,51,63,73
2212,24,31,42,51,64,74
211,22,33,44,51,62,73
211,21,33,43,51,64,71
2212,23,33,41,51,63,73
2212,23,32,41,51,63,74
2212,23,31,42,51,64,71
211,21,34,43,51,61,71
211,21,34,42,51,61,71
211,24,31,44,51,64,72
211,23,31,44,51,61,71
211,23,33,43,51,62,74
321,22,33,42,51,64,72
2212,23,32,42,51,62,74
211,24,31,44,51,62,74
211,21,34,43,51,61,71
2212,22,31,41,51,61,71
2212,22,31,41,51,63,73
211,21,32,43,51,63,74
2212,24,31,42,51,63,74
2212,23,34,41,51,63,71
2212,23,31,42,51,63,73
2212,22,32,41,51,64,71
2212,23,32,42,51,63,73
2212,24,31,42,54,63,73
211,24,31,44,54,62,73
211,21,34,43,51,61,71
2212,23,31,42,51,63,74
2212,24,31,43,51,64,74
2212,23,31,42,51,64,71
211,24,31,44,51,61,73
2212,23,32,41,51,62,73
211,21,33,43,51,62,71
2212,24,31,42,51,64,74
211,22,33,44,51,62,72
2212,24,33,42,51,63,73
2212,22,34,41,51,61,71
2212,22,34,41,51,61,71
2212,22,33,41,51,63,74
321,22,34,41,54,61,71
2212,23,31,41,51,63,73
2212,23,31,42,51,64,74
211,24,31,43,51,63,74
211,21,33,44,54,63,72
211,22,34,44,51,61,71
2212,24,31,42,51,63,73
2212,23,32,41,51,63,74
211,24,31,43,54,64,74
211,22,31,44,51,63,73
2212,22,31,41,51,63,74
2212,24,32,42,51,63,74
2212,23,31,42,51,61,73
2212,24,32,42,51,62,73
211,21,34,42,54,61,71
2212,23,31,41,51,61,71
211,24,31,44,51,63,74
211,24,32,44,51,63,74
211,24,32,44,51,63,74
2212,24,31,41,51,64,73
2212,23,31,41,51,63,74
2212,24,32,42,51,63,74
211,22,34,44,51,61,71
2212,24,31,42,51,64,74
211,24,33,43,51,63,72
2212,23,33,41,54,62,74
211,24,33,43,51,63,71
211,23,34,43,51,61,71
211,22,31,43,51,63,74
211,23,32,44,51,62,72
321,22,33,42,51,64,71
321,24,31,44,51,63,74
211,24,32,44,51,61,74
211,21,34,41,51,61,71
211,23,33,43,51,63,71
2212,23,33,41,51,64,74
211,24,32,44,51,62,73
2212,23,31,41,51,63,73
2212,24,32,43,51,64,74
211,22,34,44,51,61,71
2212,21,33,41,51,61,71
211,21,34,43,51,61,71
211,21,34,43,51,61,71
2212,24,31,42,51,64,73
2212,24,31,42,51,62,74
2212,23,33,41,51,64,74
211,22,34,43,51,61,71
211,21,34,43,51,61,71
2212,24,32,42,51,62,74
211,21,32,43,51,63,73
2212,23,31,41,51,63,73
211,21,34,42,51,61,71
211,21,34,42,51,61,71
211,23,32,44,51,63,73
211,22,34,42,51,61,71
211,24,33,44,51,63,72
211,21,34,43,51,61,71
211,22,34,43,51,61,71
211,24,33,44,51,63,73
2212,24,33,42,51,62,72
211,24,31,43,51,62,73
211,21,33,42,51,61,71
211,22,32,44,51,63,74
2212,24,32,42,51,63,73
211,21,34,43,54,61,71
2212,24,31,42,51,62,73
211,23,32,44,51,62,74
2212,23,32,42,51,63,73
211,21,32,43,51,63,73
2212,24,31,42,51,63,74
211,21,34,42,51,61,71
211,21,34,42,51,61,71
211,23,34,44,51,62,73
211,21,34,42,54,61,71
211,22,31,44,51,62,74
211,21,34,44,51,61,71
211,23,32,44,51,64,72
211,22,33,44,51,64,71
2212,23,32,41,51,63,73
211,22,33,43,51,63,73
211,21,34,42,51,61,71
2212,24,31,42,51,63,72
2212,22,33,41,51,61,71
2212,23,33,41,51,64,74
211,22,32,44,51,62,72
211,23,33,43,51,63,74
211,24,32,44,51,64,74
2212,23,34,42,51,61,71
211,21,34,42,51,61,71
211,23,31,44,51,64,71
2212,24,31,42,51,64,74
2212,24,31,42,51,64,73
211,23,33,42,51,64,71
211,21,34,43,51,61,71
211,21,33,42,54,61,71
211,24,31,44,51,64,72
211,21,34,42,51,61,71
-11,21,31,44,54,64,72
211,21,34,42,51,61,71
211,21,34,44,51,61,71
2212,24,32,42,51,62,74
2212,22,33,41,51,64,71
211,22,34,44,51,61,71
211,21,34,43,51,61,71
211,22,33,44,51,61,71
2212,22,32,41,51,64,71
211,23,31,44,51,63,74
211,23,33,43,51,63,74
211,21,33,42,51,61,71
211,22,34,44,54,61,71
211,22,34,43,51,61,71
2212,23,31,41,54,64,74
211,21,31,44,54,63,74
211,22,34,44,51,61,71
2212,22,33,41,51,63,71
2212,24,31,44,51,62,72
211,22,34,43,51,61,71
211,23,32,43,51,64,74
211,22,34,43,51,61,71
2212,22,33,41,54,64,73
2212,23,33,41,51,63,74
211,23,31,43,51,64,71
211,24,31,44,51,64,74
211,24,31,44,51,62,74
211,21,34,43,51,61,71
2212,22,32,41,51,64,71
2212,22,31,41,51,64,71
211,22,33,44,51,63,73
321,24,31,43,51,61,73
211,21,34,43,51,61,71
211,24,32,44,51,64,74
211,21,34,43,51,61,71
211,22,34,44,51,61,71
211,22,34,43,51,61,71
211,24,32,44,51,63,74
211,23,32,43,51,63,73
321,22,34,41,51,61,71
2212,21,32,41,51,63,71
211,21,33,43,51,61,71
211,24,32,44,51,64,71
2212,24,31,42,51,64,74
321,24,33,43,51,62,73
211,23,32,43,51,64,74
211,23,33,44,51,62,73
211,24,31,44,51,63,74
2212,22,34,41,51,61,71
211,21,34,43,54,61,71
2212,22,33,41,51,61,71
211,21,34,43,51,61,71
2212,24,33,42,51,62,73
211,22,31,44,51,63,73
211,22,34,44,51,61,71
211,21,31,42,51,64,71
211,24,31,44,51,64,74
321,24,32,44,51,62,72
211,24,32,43,51,62,73
211,21,31,43,51,62,73
211,23,33,44,51,63,72
2212,22,34,41,51,63,73
2212,23,32,41,51,63,71
211,22,34,43,51,61,71
2212,24,31,42,51,62,73
211,23,32,44,51,63,74
211,22,34,43,51,61,71
2212,24,31,42,51,64,74
211,21,32,43,51,62,72
211,21,34,43,51,61,71
2212,22,34,41,51,64,71
211,22,32,43,54,64,71
211,22,33,43,51,61,71
211,23,33,43,51,64,72
2212,23,32,41,51,64,74
211,22,32,44,51,62,73
211,24,31,44,51,63,73
2212,23,33,41,51,64,73
211,24,32,44,51,64,74
211,21,34,43,51,61,71
211,22,33,44,51,64,71
2212,22,32,41,51,63,74
2212,23,33,41,51,64,73
211,21,33,43,51,61,71
2212,24,31,42,51,64,74
211,24,33,42,51,64,72
2212,24,31,42,51,62,73
211,21,34,42,51,61,71
211,24,31,44,54,62,71
211,21,34,43,51,61,71
211,22,33,44,51,62,72
211,21,34,43,51,61,71
2212,24,33,42,51,64,74
211,23,32,44,51,62,74
2212,24,31,42,51,64,74
211,24,31,44,51,63,73
2212,23,31,41,51,63,74
2212,22,32,41,51,64,71
211,21,34,42,51,61,71
211,21,34,42,51,61,71
321,23,32,43,51,63,73
2212,24,32,42,51,64,73
211,23,32,44,51,63,73
2212,24,33,42,51,64,71
211,21,34,43,51,61,71
211,23,31,43,51,62,72
2212,24,31,42,51,64,73
211,21,34,42,51,61,71
211,21,33,42,51,61,71
211,21,34,43,51,61,71
211,22,33,43,51,64,71
2212,23,34,41,51,61,73
2212,23,32,41,51,63,74
211,21,34,43,51,61,71
2212,23,33,41,51,64,74
2212,24,31,43,51,64,74
211,21,34,43,51,61,71
2212,22,32,41,51,63,71
211,23,31,44,51,61,71
2212,22,34,41,51,61,71
2212,22,32,41,51,64,71
2212,22,33,41,51,64,71
2212,24,31,42,51,63,74
2212,22,32,41,51,64,71
2212,22,31,41,51,64,73
2212,23,32,41,51,64,73
2212,23,31,41,51,63,73
211,21,34,41,51,61,71
2212,23,31,42,51,63,74
211,22,32,43,51,64,73
211,21,34,42,51,61,71
211,21,34,43,51,61,71
2212,24,32,42,51,62,74
211,21,33,42,51,61,71
2212,23,34,41,51,61,71
2212,22,34,41,51,61,71
211,21,34,43,51,61,71
211,21,34,42,51,61,71
211,23,32,44,51,64,73
2212,23,32,41,51,63,73
211,21,34,43,51,61,71
211,24,32,43,51,64,73
211,23,32,44,51,63,74
211,21,34,43,51,61,71
211,21,34,43,51,61,71
321,24,31,43,51,64,74
211,21,34,43,51,61,71
211,21,33,43,51,61,71
-11,21,32,44,51,61,71
2212,22,32,41,51,62,71
211,21,33,43,51,61,71
2212,23,33,41,51,63,73
211,24,32,44,51,64,72
211,23,31,43,51,61,71
321,21,32,41,51,61,71
211,24,32,44,51,64,74
211,21,34,42,51,61,71
2212,23,31,42,51,63,74
211,23,31,44,54,64,74
211,22,33,44,51,61,74
211,24,31,44,51,63,73
211,21,34,43,51,61,71
211,21,34,42,51,61,71
211,21,34,42,51,61,71
211,21,33,43,51,61,71
211,24,32,44,51,64,71
2212,24,31,42,51,62,74
211,24,32,44,51,62,73
321,24,31,44,51,62,73
211,23,32,44,51,64,74
211,21,33,43,51,61,71
2212,22,31,41,51,64,71
211,21,34,42,51,61,71
211,21,33,43,54,61,71
2212,24,31,42,51,64,74
2212,22,33,41,51,63,74
2212,22,33,41,51,64,71
2212,23,33,41,51,64,71
211,24,34,44,51,64,72
211,21,34,43,51,61,71
211,21,34,42,51,61,71
211,21,33,42,51,61,71
211,22,34,43,51,61,71
2212,24,31,42,51,63,74
211,22,33,43,51,61,71
211,21,34,42,54,61,71
2212,23,33,41,51,61,71
211,21,34,43,51,61,71
211,21,34,44,51,61,71
211,22,31,43,54,62,72
2212,24,32,42,51,64,73
-11,21,32,43,51,61,71
211,22,32,44,51,62,73
211,24,33,44,51,62,73
2212,21,33,41,51,63,71
211,21,31,42,51,61,71
211,24,32,44,51,63,73
2212,24,31,42,51,64,74
321,24,32,43,51,62,73
211,21,34,42,51,61,71
321,24,32,44,51,61,73
2212,22,32,41,51,63,73
2212,22,33,41,51,64,71
2212,24,32,42,51,64,74
211,23,31,44,51,62,74
211,21,34,42,51,61,71
211,24,32,44,51,64,74
211,21,33,43,51,61,73
2212,23,31,41,51,62,73
2212,24,32,42,51,63,73
2212,21,32,41,51,63,74
211,21,34,43,51,61,71
2212,23,33,42,51,64,74
2212,22,34,41,51,63,74
2212,24,32,42,51,63,72
2212,23,33,41,51,64,73
2212,24,31,42,51,62,73
211,22,33,43,51,62,74
2212,23,31,41,51,62,74
211,24,32,44,54,64,73
211,21,33,43,54,61,71
211,23,32,44,51,61,71
2212,24,31,43,51,62,73
2212,23,31,41,51,61,71
211,24,32,44,54,64,74
2212,24,32,42,51,64,74
211,22,33,44,54,63,73
211,21,33,43,51,61,71
2212,23,31,41,51,64,71
2212,22,33,41,51,64,71
211,24,32,43,51,64,72
211,21,34,43,51,61,71
211,24,31,44,51,64,73
211,23,33,44,51,64,73
211,21,34,42,51,61,71
211,22,33,44,51,62,73
321,23,31,43,51,62,73
2212,22,34,41,51,61,71
321,24,31,43,51,63,73
2212,22,34,41,51,61,71
2212,22,34,41,51,61,71
211,23,31,43,51,62,73
2212,22,33,41,51,63,74
211,22,34,43,51,61,71
211,24,32,44,51,62,71
211,21,34,43,51,61,71
211,23,33,44,51,61,72
321,24,31,43,51,63,72
2212,24,33,42,51,63,74
211,21,34,42,51,61,71
211,23,31,44,51,64,72
2212,24,33,43,51,63,73
211,23,33,44,51,63,72
2212,23,31,41,51,63,74
211,23,31,43,51,61,73
2212,23,33,41,51,64,73
211,22,34,43,51,61,71
211,21,34,42,51,61,71
2212,24,31,42,51,62,74
2212,24,31,42,51,62,74
211,23,33,43,51,62,73
211,22,33,44,51,61,71
211,21,34,42,51,61,71
211,22,33,44,51,63,73
211,21,34,42,51,61,71
2212,24,31,43,51,62,73
211,21,33,41,51,61,71
2212,22,32,41,51,63,74
2212,22,32,41,51,61,71
211,21,34,43,51,61,71
2212,23,31,42,51,64,74
211,23,34,43,51,63,73
2212,23,31,42,51,63,74
2212,23,31,41,51,63,73
211,22,31,44,51,62,73
211,21,34,42,51,61,71
211,24,32,43,51,62,72
211,24,31,44,51,61,73
2212,22,34,41,51,63,71
2212,24,31,42,51,63,74
2212,22,31,41,51,63,74
211,21,34,42,51,61,71
211,21,33,42,51,61,71
321,24,32,44,51,62,74
211,21,34,42,51,61,71
211,23,31,43,51,62,72
2212,23,33,41,51,64,71
211,21,34,44,51,61,71
211,21,32,43,51,63,73
2212,22,32,41,51,64,71
211,22,32,44,51,63,74
211,24,31,43,51,63,74
211,21,34,42,51,61,71
211,23,34,44,51,64,71
211,21,34,43,51,61,71
211,22,31,43,51,62,73
2212,22,33,41,51,61,71
2212,22,33,41,51,64,71
211,24,31,44,51,62,74
211,21,33,43,54,61,71
211,21,34,42,51,61,71
211,24,31,43,54,64,74
2212,23,34,41,51,61,71
2212,23,32,42,51,64,74
2212,23,31,41,54,63,73
2212,22,33,41,51,63,74
2212,23,32,41,51,63,73
211,22,32,44,54,64,74
211,22,33,44,51,62,73
2212,23,33,42,51,62,73
211,24,32,44,54,63,74
211,23,32,42,51,64,72
2212,22,32,41,51,61,74
321,23,32,42,51,62,72
211,22,33,44,51,62,74
2212,23,32,41,51,63,73
2212,24,31,42,51,64,74
211,22,32,43,51,62,74
2212,23,32,42,51,63,74
2212,23,32,41,51,63,73
2212,23,32,42,51,63,73
2212,22,32,41,54,64,74
2212,23,32,42,51,64,74
2212,23,33,41,51,63,73
2212,24,31,43,51,63,74
211,22,32,43,51,64,71
211,21,34,42,51,61,71
211,21,34,44,51,61,71
211,24,32,43,51,63,72
211,22,32,43,51,62,72
211,22,34,43,51,61,71
2212,22,33,41,51,64,71
211,22,31,44,51,62,73
211,24,31,44,51,64,71
2212,24,32,42,51,62,73
211,21,34,44,51,61,71
211,23,32,43,54,63,72
211,21,34,44,51,61,71
211,21,34,43,51,61,71
211,21,34,42,54,61,71
2212,22,33,41,51,64,71
321,23,32,43,51,62,73
2212,24,31,42,51,61,73
211,21,33,42,51,61,71
211,21,34,43,54,61,71
211,22,31,43,51,62,71
211,24,32,44,51,63,74
211,21,34,43,51,61,71
2212,22,34,41,51,61,71
2212,23,33,41,51,64,74
211,21,33,43,54,64,73
2212,22,31,41,51,64,72
211,22,31,44,51,63,73
211,24,31,44,51,63,73
211,21,32,43,51,62,73
2212,23,32,42,51,62,73
2212,23,34,41,51,61,71
211,23,33,44,51,62,74
211,21,34,43,51,61,71
211,22,33,44,51,62,73
211,24,31,44,51,62,74
321,24,31,44,51,63,72
211,22,32,43,51,63,71
211,21,34,43,51,61,71
211,21,34,43,51,61,71
211,21,34,42,51,61,71
211,23,33,43,51,64,74
211,22,32,44,51,64,71
2212,23,32,41,51,63,73
2212,23,34,41,51,61,71
2212,22,32,41,51,63,73
211,21,34,43,51,61,71
211,22,34,43,51,61,71
2212,22,32,41,51,63,74
211,21,33,43,51,61,71
2212,24,31,42,51,64,72
211,21,34,43,51,61,71
211,21,33,42,51,61,71
2212,24,32,43,51,64,74
2212,24,31,43,51,64,74
2212,22,31,41,51,63,73
211,23,31,43,51,63,73
2212,22,33,41,51,63,73
2212,22,32,41,51,64,73
211,21,33,43,54,61,71
2212,24,31,42,51,64,74
2212,23,33,41,51,64,71
321,22,34,41,51,61,71
211,21,33,42,51,61,71
2212,24,32,42,51,62,74
211,21,31,43,51,62,74
321,23,32,43,51,63,73
2212,24,33,43,51,64,74
2212,24,32,43,51,63,74
211,21,34,42,51,61,71
321,23,31,43,51,63,72
211,23,32,44,51,62,74
211,21,34,42,51,61,71
2212,23,33,41,51,64,71
2212,24,31,43,51,64,74
2212,23,34,42,51,62,73
211,23,32,44,51,63,71
211,21,34,43,51,61,71
2212,24,32,43,51,62,71
2212,23,33,41,51,63,74
211,24,31,44,51,62,74
211,21,34,42,51,61,71
211,23,33,44,51,62,72
